# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1   104    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0    16     0
    2    68    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     2     0
    1    92    54     -    29     4     0     0  6800  1905     0     0  8254    19     -     -     0    11    17
    2    80    45     -    14     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    68    53     -    26     3     0     0  6800  1575     0     0  8254    19     -     -     0   138     3
    2    77    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    72    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0   285     0
    1    74    53     -    25     3     0     0  6800  1350     0     0  8254    19     -     -     0    77     0
    2    74    46     -    25     3     0     0  6800  1410     0     0  5563    15     -     -     0    80     1
    0    62    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   235     4
    1    84    54     -    26     3     0     0  6800  1860     0     0  8254    19     -     -     0   133    23
    2    68    45     -    21     3     0     0  6800  1410     0     0  5563    15     -     -     0    85     0
    0    68    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0   261     6
    1   101    54     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0    81     1
    2    66    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0    16     0
    0    69    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   282     1
    1   115    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0   145     1
    2    84    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   106    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0  1077   179
    2    67    46     -    22     3     0     0  6800  1380     0     0  5563    15     -     -     0    82     1
    0    62    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0   183     0
    1    83    54     -    25     4     0     0  6800  1830     0     0  8254    19     -     -     0   148     1
    2    76    45     -    21     3     0     0  6800  1380     0     0  5563    15     -     -     0     0    36
    0    79    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   107    54     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    86    45     -    23     4     0     0  6800  1455     0     0  5563    15     -     -     0    65     4
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   247     1
    1    64    53     -    22     3     0     0  6800  1500     0     0  8254    19     -     -     0   146     2
    2    69    45     -    20     3     0     0  6800  1455     0     0  5563    15     -     -     0   279     2
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    94    55     -    33     3     0     0  6800  1905     0     0  8254    19     -     -     0    75    19
    2    70    45     -    22     3     0     0  6800  1380     0     0  5563    15     -     -     0     0     0
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   545    14
    1   101    54     -    33     4     0     0  6800  1905     0     0  8254    19     -     -     0    64     4
    2    72    45     -    15     2     0     0  6800  1380     0     0  5563    15     -     -     0     3     0
    0    80    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   117    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    69    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     1     0
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   230     7
    1    75    53     -    23     2     0     0  6800  1440     0     0  8254    19     -     -     0     1     0
    2    71    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0   263     5
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0    12     0
    1   106    54     -    33     3     0     0  6800  1905     0     0  8254    19     -     -     0   152     0
    2    72    45     -    17     2     0     0  6800  1530     0     0  5563    15     -     -     0     0     7
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    54     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0  2213   200
    2    84    46     -    22     4     0     0  6800  1785     0     0  5563    15     -     -     0    17     0
    0    82    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   280     1
    1    80    54     -    25     3     0     0  6800  1650     0     0  8254    19     -     -     0     0     0
    2    94    46     -    17     3     0     0  6800  1785     0     0  5563    15     -     -     0     0     0
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    79    53     -    26     3     0     0  6800  1485     0     0  8254    19     -     -     0     7     0
    2    67    45     -    17     2     0     0  6800  1350     0     0  5563    15     -     -     0   276     2
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    65    53     -    35     3     0     0  6800  1590     0     0  8254    19     -     -     0    76    17
    2    72    46     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0    10
    0    62    47     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     2     0
    1    72    53     -    26     3     0     0  6800  1590     0     0  8254    19     -     -     0   150     0
    2    72    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    36
    1    69    53     -    24     3     0     0  6800  1350     0     0  8254    19     -     -     0    65    11
    2    67    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    82    47     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    84    53     -    32     3     0     0  6800  1905     0     0  8254    19     -     -     0    14     0
    2    74    45     -    16     2     0     0  6800  1380     0     0  5563    15     -     -     0     7     6
    0    64    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   112    54     -    36     4     0     0  6800  1905     0     0  8254    19     -     -     0  1183    93
